item_id,sample_id,task,target,choice_count,character_count,input_sha256,normalized_sha256
KUAKE-QTR:dev-38260,dev-38260,KUAKE-QTR,部分匹配,4,102,c2ea83d8e9c4ec4ab2233363a8937b7c1336c70e9959782fa353cdd35839c2f1,b11584d08bbb4d453ed53851bb25ca80c29a4eaa927de867de248d1de23e360c
KUAKE-QTR:dev-38385,dev-38385,KUAKE-QTR,完全匹配,4,91,0771ec48882ddfbf84cfc80882d356470b3c13b93c6d11aa99e23fdc0d13d540,e2ad827c6d41fc107a60e701e18fbf2016ab62efb637c2b72211f7df46148f16
KUAKE-QTR:dev-38503,dev-38503,KUAKE-QTR,完全匹配,4,110,6558d0cae0ffb462c1c7b9bdf584efac0f39903f760391e59a89d47ff9f4c109,3d2b6427589a15733707de0d6e3386935f73a22cee1f052d80c819cb6badde02
KUAKE-QTR:dev-38597,dev-38597,KUAKE-QTR,完全匹配,4,74,389ebd8e60f5a07db5625be669994704cd3b3eb799ae8f2c78957cb0f1542256,c9c8089780071dfb75ca069ad062ec388e40431aa5ec48fa4e433dee9e085aca
KUAKE-QTR:dev-38788,dev-38788,KUAKE-QTR,完全匹配,4,82,d352c9db2ac71e2044c207e94b0e1ab1a00bd470ec62d2b7b1511116394c85f2,ab709d8ae3b152c111ac4b07bbe84999982ee77c41cd2ecde4f2f086bd59793d
KUAKE-QTR:dev-38935,dev-38935,KUAKE-QTR,完全不匹配或者没有参考价值,4,108,a638138fb1a73c28f2c8840c507009c95e57386de1c75d272b146d8e1e8c1374,a297f082a65e6cf905e2d20e6f3e0d3451c37e5cd44ab5f32ba2fc0631962c2c
KUAKE-QTR:dev-39003,dev-39003,KUAKE-QTR,完全不匹配或者没有参考价值,4,81,4ca8e829077ea95bc70e440fd8b5f4deaeac91509c0e31a3b046df212267698d,71aca52c833503c7d70c294082fa5f1725ec4354d0c7b004101482b074dc3c01
KUAKE-QTR:dev-39083,dev-39083,KUAKE-QTR,部分匹配,4,98,060c7f8f884610049ff6a0e8009aec9b89bf709686db9d410df4763034e87b00,0765bd5bf87ce29afde0aac34e56577f84aff6343215f407039503e393983366
KUAKE-QTR:dev-39369,dev-39369,KUAKE-QTR,完全匹配,4,101,336cd851458a329307b5ce9f7ec069a1401f3e114bf8f9584c78500e1858e9f8,a93784fa24354de798531920f0a9579f4286fb7e856a3bf8e52fb677450da5a1
KUAKE-QTR:dev-39397,dev-39397,KUAKE-QTR,完全不匹配或者没有参考价值,4,99,a4682fe1f3f714deb3d55d2e9a83a4e3aaf91ca22f2df9972fb9f62b4f4bfba3,94ab85377400e20567cea20548ac1e2708e25bcb5f62bc8f9019b2a5f83f53a8
KUAKE-QTR:dev-39531,dev-39531,KUAKE-QTR,部分匹配,4,109,a84c59f80860433e0695bf9f4e765626344b4705d6d009cfcf2896b46bab76fc,9f67cc926d6cc405181fde43f0165310c7c07765fe8f329470ffa022e226c0e5
KUAKE-QTR:dev-39650,dev-39650,KUAKE-QTR,很少匹配有一些参考价值,4,112,480c3b3ac37c0fb05480e2f1df0ee2e647f81a45861cc15c4fc453c67f76eb33,af35379463a415f3a528335950ccd98210855d8662748be3439f5b48eadc979f
KUAKE-QTR:dev-4019,dev-4019,KUAKE-QTR,部分匹配,4,100,e459f4ddf6e353090610fa2580805de67a87856501230a226b0404e86de98926,ecc01c798668afc672c931103a97cf4e8601de903b6f82c5593497d8a552ba75
KUAKE-QTR:dev-40367,dev-40367,KUAKE-QTR,部分匹配,4,114,bba97f1f856a57dbe711ee1bb19fa94b4fb5bb5b3f983047044a4f23d210747f,bb11048d12f2233a0e8c503ab964a0847cd7cbec8484e4ff5257a6ca0b7891df
KUAKE-QTR:dev-40380,dev-40380,KUAKE-QTR,完全不匹配或者没有参考价值,4,115,9721823c3cbc8b13af87e0a0f4cfb30febf40c155b33dc11aab71fbfce4c75cc,4a931ef0171de78738259af5026461e6ee116daa2dbbb31fa0a169fef3f89906
KUAKE-QTR:dev-40476,dev-40476,KUAKE-QTR,完全匹配,4,98,41c14e60899df391a1d13f98647c4654671d9623bfc79286886a94ac9ff925b9,9e0a8fe9f8c1ae0340a59433e79cfa6cfcec6cd6e8d535d23cf7bd5261e34b51
KUAKE-QTR:dev-40505,dev-40505,KUAKE-QTR,完全匹配,4,89,f2e8d82966b64c3a9872cba2742a8415853e633f0544d157f8fc807644c2647c,fbb621775d434d3c66cb5ad7bc29d67a4249fb2708b26a931002676b206e86a7
KUAKE-QTR:dev-40533,dev-40533,KUAKE-QTR,完全匹配,4,114,74cafad11c7878abec32a2b112195261ecd3a0b854e8c1a59e5406a1a2f34dda,d1d3748ff6070aa13e73d8a14d82b7bf0fb2457f0941e2716fca29c913c4299f
KUAKE-QTR:dev-4065,dev-4065,KUAKE-QTR,完全匹配,4,109,8b6d5ac918272ec721a16b740c7f6daecb6103dfe1e3a04adc3484a7141a7dae,93a410f946c94f8167eace3da0a689cc57caf78d9386c1496d0c92ea1bcf6d54
KUAKE-QTR:dev-40736,dev-40736,KUAKE-QTR,很少匹配有一些参考价值,4,106,d99988c44f43ab853ddd5b79cee89145464e03a1cf81657eeaa264c07651b8ae,c3139035754cca044b311923614d2cdbede9977d41357fedad8e9072766a49dd
KUAKE-QTR:dev-4085,dev-4085,KUAKE-QTR,完全匹配,4,114,75c2e3ebc504b30ae8b044cea54315e437fd4efd207a5f81bc1fc4aa219e0374,35cf6c509d0cdbb7044ab92fe49e78b0ca764580fb1573fc40d896b279499a17
KUAKE-QTR:dev-40906,dev-40906,KUAKE-QTR,部分匹配,4,98,da3c56550fc97a9e93517ea568d556327b64995e4a4b1d7483152f3f349d5d11,aad35f2f091a52503aaccaabf583cae6fdf1a00582ef7820636898b223408dde
KUAKE-QTR:dev-4116,dev-4116,KUAKE-QTR,很少匹配有一些参考价值,4,94,6868e71d6f0c1c98e7f4616b412b1b9ad65a4d7af6b4862cd7fc0d2658052c41,e26b5ec698a5dd1bd32e8d0043e872e1561c6b59c8cadea5f2baee65888a51f5
KUAKE-QTR:dev-41785,dev-41785,KUAKE-QTR,很少匹配有一些参考价值,4,95,d14068df0f83c401d48e41611538dfc648b2f87acf6b1a3dac7991b01e4831dd,e1323a9562ced992ae9e5333be705823a48164486965cba0b272077a71d7c579
KUAKE-QTR:dev-42031,dev-42031,KUAKE-QTR,很少匹配有一些参考价值,4,96,234363e127cb50ac1dd4b349c245c07a53802ca396d014251ebe227ba74eea4f,9a74ace81a42dbf25847d5de608f76501bfaf008783b45930fba2a5b7707a4f1
KUAKE-QTR:dev-42528,dev-42528,KUAKE-QTR,部分匹配,4,91,2432b8bafb39a9439f7cd871c4a5302c6b4662892f8058f39ecb704202f7b5dd,00e3376d0a584e826ed52186157e8fe9f47383f0dd9697874927008463c95561
KUAKE-QTR:dev-42624,dev-42624,KUAKE-QTR,完全匹配,4,104,714638c3abe7efd350341eaf9a4ca722548ad32062811963273c06f3d75001e0,2698b0e34c96dd2f6c244b3cd4f748839a6d0b0fb88f2c2a1f2f33c4b7fa25f1
KUAKE-QTR:dev-42663,dev-42663,KUAKE-QTR,很少匹配有一些参考价值,4,99,45829fc185d5c20ef88c58c8915fcb60824f807f94516c57ec9b50b62df8ab0c,37c6ffc39034f479de7857c9c1767f626b76f27b64eb813203a1b1af833b5850
KUAKE-QTR:dev-42957,dev-42957,KUAKE-QTR,很少匹配有一些参考价值,4,99,b2bfdf3a60f73afcbc285b7e3da7dd5028356b9ae6d35be5a893d5369f98ce53,744b893167508f293b0f10fc365b43722aaa616f124fecfaecb3caa0edb7ce28
KUAKE-QTR:dev-43111,dev-43111,KUAKE-QTR,完全不匹配或者没有参考价值,4,103,6b5dbc88809909a708e8ac2f84817f641981127a97789773fe477753eda8368b,fbbecb226ad8cf048a7fe1a157c08ee725537302ad3a30b5ed895ff420fdca3c
KUAKE-QTR:dev-43159,dev-43159,KUAKE-QTR,部分匹配,4,84,a2af741b01f1b8ed68dd9535ca8c02ea1458377b2315977fceb5b2f27466799a,80c3cfab19474fef78ebcf77768082d954469876a51120c97f96571b6eb93c6e
KUAKE-QTR:dev-43421,dev-43421,KUAKE-QTR,部分匹配,4,102,f4659d92f5a66ece70124a36b0a1d869be7d05b9c1f045411cf50a8da90f78e3,67f838ad454b34384cbbf8b7a2e332c769311d4e179bdbf21a7d0fd8e415b9a6
KUAKE-QTR:dev-4350,dev-4350,KUAKE-QTR,完全匹配,4,85,b3c5417bf733ffa789fe06f704d797b3763a71a7522254125686d00380b60941,04f8d0f980144e478dfb2a42d09866c93dbd6ffa5e2e2fd16df77c515a25aca8
KUAKE-QTR:dev-43587,dev-43587,KUAKE-QTR,完全不匹配或者没有参考价值,4,101,fe24d3a2724abff3e17c56bc49e6964bead48fa31f0199107dae34c2ddbc363e,a5de9ac636fca78277c1945e01e054bed6a87b375aef79948d17c7af5ee4e104
KUAKE-QTR:dev-4368,dev-4368,KUAKE-QTR,完全匹配,4,85,728d32126f3e50531d5888d01272affbcf173995bc29bcbe6636ae3d6ad50276,97d38aa291897a9fe902cf713e2944abc443a3cd930a5d6051df7a16eb3ce88d
KUAKE-QTR:dev-440,dev-440,KUAKE-QTR,完全匹配,4,85,1c600bde9748b9e4e284dd84644882c15a2239fd064c0eca3cc441851eca57fe,276b1db78eaab2df6276f4efced0052b7af4d4515db935ae9a92cb4211c62ad2
KUAKE-QTR:dev-44027,dev-44027,KUAKE-QTR,部分匹配,4,82,3d2c300493dcf7dcaa512694940307af6df1e0acee33ea4a6e2aa3ae3e45f938,400a0c53709bd86d73da37b7e4efd72eacf4b5bbbd27e442104e40ee90aa71f9
KUAKE-QTR:dev-44077,dev-44077,KUAKE-QTR,部分匹配,4,95,51f565365d69ac5566913e0c1868df51361a3e56d41f5e7e6ac5947fafef4359,2361518f5d97cc5b31b24fd7d694ebc52cbcf420d3808ae4f0c1d678386b371d
KUAKE-QTR:dev-45598,dev-45598,KUAKE-QTR,完全匹配,4,103,d81a98a8f4f607bdd8ab4fcc7d33bb57433d846876388699578902148e88080c,2219f0bad008d9af0f11c11a35bdb4398a65bbbcf54b5d5815f35ef57540f1ab
KUAKE-QTR:dev-45656,dev-45656,KUAKE-QTR,完全不匹配或者没有参考价值,4,103,1f8b1b9402b5d43498e5f64ce833e45a3dd862bcfc75807e0cc9eeb62c95d974,87a596323ccfa985e7ac87dea1a5a4d748375069114abd069f90417ea3de4126
KUAKE-QTR:dev-45669,dev-45669,KUAKE-QTR,完全不匹配或者没有参考价值,4,109,1b3ad77a430ef9896707f807ac9a16fa51a7c179c25c91fd0f1c55ca9849c2ce,354710c4ebcd33755c8433ccff83ebcdad9559efe6b0cdbe1fe9da1686024601
KUAKE-QTR:dev-46261,dev-46261,KUAKE-QTR,部分匹配,4,103,9da822fc2cd67d5948146d7f4e52314e9186925f1094926766a2f2ea11b38ccc,386a9603b207f8b7934f645995093c12318f932ab30fee355b88ec77215caea5
KUAKE-QTR:dev-46417,dev-46417,KUAKE-QTR,部分匹配,4,116,bb3a7818d4405f4d0a8362b5c5ab4921a46e39342f2eae919968b994b0d1a255,9e84c4bbf0013f0d8ce6ff597b1160bb8713869c4a29bf94df957342c2e5f14d
KUAKE-QTR:dev-46752,dev-46752,KUAKE-QTR,完全匹配,4,92,dbee78a3238a49a48607aa76f76a5b9318847c47c70f6bbc86048d3774e99a42,5a62f3ea85e12b951dc61143f78e07f5e02e8e218b6ff3fbdacce98e7ef50740
KUAKE-QTR:dev-46914,dev-46914,KUAKE-QTR,完全匹配,4,94,c4f8156a70b8ae83ac0ca04511346d2db2a65d2f3d9a5bc15d689a498e71ca89,147087a81d6050392fd47c30e81387b0420a7dfb9134b488e8932024989b7a59
KUAKE-QTR:dev-4694,dev-4694,KUAKE-QTR,完全匹配,4,93,32c77eed4170b1b0c1948d912cfa25fab629651ca711752bc602572f40397783,54c068ff084fb65770fab82a321df755f4a1f1d7d8198e05e61df4210a30b56a
KUAKE-QTR:dev-47194,dev-47194,KUAKE-QTR,完全匹配,4,100,c1a4c73d1f17116bd0f9db1652e15c431c44c4c3f5bf138785b16589c859756b,ae70d9bfd0fd2338c97d9d51e76cafeb2f98ef1e06c99c5d3c5b4da85524eb4b
KUAKE-QTR:dev-473,dev-473,KUAKE-QTR,完全匹配,4,91,5c0b838d86e507493d6237825fb7345e14d2e84470b5bd04ecbad3e609dcef6a,b6665ac632f8afa65c6640bf0f5eb55169779ed5a226385f89ad1e250074a6f8
KUAKE-QTR:dev-47401,dev-47401,KUAKE-QTR,完全匹配,4,89,561c32ebfc350219b45c02d430aebe1fd064090b5c534b93afe55d815649fa53,3268c25338b8f80273458f37feefb6f6ac9a0e1008408aaed51d16158e4b5a61
KUAKE-QTR:dev-4745,dev-4745,KUAKE-QTR,完全不匹配或者没有参考价值,4,116,d3707fb4aefc943c2049cca2acef8745ddf163383349091d359e9152135c167f,c741db064a5274653a65bdbbeff9fa6b9fb36c5eedddcf26d6b9014860eaae87
KUAKE-QTR:dev-47735,dev-47735,KUAKE-QTR,很少匹配有一些参考价值,4,93,ffe5cec6038aaf375eb41d0a9a96afb8bd10834e0c3acf0f7598a8fa10ad6197,6189eb01d5f23742fe912f104b4382a31fbbdb6fc0ef887b475628428590be54
KUAKE-QTR:dev-4796,dev-4796,KUAKE-QTR,完全匹配,4,93,7ad711057300e26840846194858b98bffd2aa17404076365a1cb6fd5f60f7d36,5b94b668c4f4be4f54869dfce442a2a61eb72987fdd6972c79780439bc43dd7f
KUAKE-QTR:dev-48019,dev-48019,KUAKE-QTR,部分匹配,4,85,a7999b086e8a5caccf253a6046286da2a772c763c6e7cd9f2b73fb67d6f09ac0,761f02960ab7c8fb63f20b135a9303229eb25ae420ebfa90b4fee8d9292310b3
KUAKE-QTR:dev-48184,dev-48184,KUAKE-QTR,完全不匹配或者没有参考价值,4,96,95c00b6856104f01562978a7332f034221c0e1e0f46d31458f96b610b7c82420,173657dd08d44f888cebf43aeac6d1f3267eaa00b4eda960b7bb3cee3ac96627
KUAKE-QTR:dev-48207,dev-48207,KUAKE-QTR,部分匹配,4,91,4712c3883e5d45331913b57947b240041b50c85ad1fc0f72e61b3e4560cb0ec2,a4886275ed76e6f5a70a68db9fd3662085a4e9a419cc8ad88bde58de8eca0b83
KUAKE-QTR:dev-49119,dev-49119,KUAKE-QTR,很少匹配有一些参考价值,4,115,1445a482ff16b69aa82fbfdbf64943c2fba8cf0d060ee39eff78fbe39f441ea1,75fa568f8f966fbe96c2de11878c17c5fafbb941d3acdd54462a8e117b42aed0
KUAKE-QTR:dev-49327,dev-49327,KUAKE-QTR,很少匹配有一些参考价值,4,89,9dfe32013a626bd9f302385289b6f828c793ad96c270005add319987d7495673,30653a427c0ec41e9b56cf88634d251e38d9760e415c0395d231188dfea324b8
KUAKE-QTR:dev-49830,dev-49830,KUAKE-QTR,部分匹配,4,101,d70d7396ddfb724051279a10a0b5273cbb8b5a675a09a2f2c5e3acfdda2d9a3c,c6f5fef657fd017b6080e9c67a4cebd5848de9597869db28f896a209d908d9ea
KUAKE-QTR:dev-49893,dev-49893,KUAKE-QTR,完全匹配,4,88,5b12e3e68ed73bcdec052ae9f6eed032b4e507906ff417bd58a37321e35ebc4e,ba5e3b3fca30039cc47da4a5ea913f092c679273a54577578ee384594be1e2c3
KUAKE-QTR:dev-5001,dev-5001,KUAKE-QTR,完全匹配,4,91,95d876ab1474e3014f24e37f0bb0b95dc6ced578bfd44ddb3efe5678eb37eafb,13707a293c432afa402e0cfa486b546ebf9140b6ea7ee978ab249cca703d773d
KUAKE-QTR:dev-50301,dev-50301,KUAKE-QTR,部分匹配,4,81,033ce974d8c7c29549ad9982c4768b2c553c22b188b92eba1325ff521abd88c1,1cc7344eadba66c205272a363ad7f1a647fd199d393694dc6615add5e1f8cfd7
KUAKE-QTR:dev-50403,dev-50403,KUAKE-QTR,完全不匹配或者没有参考价值,4,103,234571a350ffe297ef2f1da3a5a2c5eec8afa71e645904a9c6aec54eec320279,aefeb064d59e693dc997e37319214a988767063b6497d87a15ef89a9e59c04c5
KUAKE-QTR:dev-5048,dev-5048,KUAKE-QTR,完全匹配,4,93,6d21daceace8b11d78d379238f1f2b1a0ad42aa0b3cf1b94fbb72f2b5b1598eb,c9cb73c1b962a8a4a2686f6d55d3859da10a09687ff199c974a5df27b1e3a68c
KUAKE-QTR:dev-50506,dev-50506,KUAKE-QTR,部分匹配,4,95,eea50e385d0e90432986acc574c7b9c3de794372ed4610dd097640d2255291f6,13377b3d3d424b5a53fb7fc8c36d3017ce05376b35b177cc64657ed2b72b71af
KUAKE-QTR:dev-50648,dev-50648,KUAKE-QTR,完全匹配,4,89,f2cf6219dde4ebdd01a2c5343358ae7f3d890628f30fc624d27ab82dc1a4a02e,ffa03107254999a988a073af0b853877df9c827bd1f7c0b881b9b751a2a8d885
KUAKE-QTR:dev-51056,dev-51056,KUAKE-QTR,完全匹配,4,90,48926da4ec61fb61cd4b3df3d4ae18d44dea359e186bc0f18fcd405e447fc691,c526b8544af61a89c65387c4813c6dc3418880366f8ba701ccba9e257e887c3d
KUAKE-QTR:dev-51107,dev-51107,KUAKE-QTR,完全匹配,4,99,d30db3dc83076c9fe33efd08af331005e04b16c3bb60e1bf7285d9155a8a0ea4,ea26264de1ff49132e1c7dcc070de0b8770b05b648ee1262b15e3806b563a08e
KUAKE-QTR:dev-51259,dev-51259,KUAKE-QTR,部分匹配,4,105,a19dd61b19163c857c1a1fa0f471e384cef667000fe5066e85d080efaef0ff04,7f074779682ed14f12694bf826d86e908e34d718ed96f78f42d5fa8893075b9f
KUAKE-QTR:dev-51305,dev-51305,KUAKE-QTR,完全匹配,4,99,a1016d1cb0c166f7b557324470969eed4434d214d9ed693293ab7d95bad92308,18a2327f19b1b3b666bc0a9c0024a71e91cbaf110b6be633c654507dba8ac536
KUAKE-QTR:dev-51651,dev-51651,KUAKE-QTR,很少匹配有一些参考价值,4,95,e3d654f9a135d28f9ba343b64b94bada21f575aed446d5aff15ef1f67b201cfc,781d97c488f1007899935017da8ffa53121b97f342dd96b078ad309982989693
KUAKE-QTR:dev-51737,dev-51737,KUAKE-QTR,完全匹配,4,79,8e06b5d3539a08f73df7bf33802d6f282f2494eca99d69315296daf4e344e08e,54cebec5a0fd9eb0bb33502b1e3f9004010e0f5bd037f78fa8d18bc25851c7b7
KUAKE-QTR:dev-51826,dev-51826,KUAKE-QTR,很少匹配有一些参考价值,4,90,37de8267e2ede2e59ae26d8c1cbd988503e878c6f6a4932bbfc70842b1800dd8,f3fd866bf389d0f525abdb8f722344caa9f23f6344e2a850c230639e8d80058e
KUAKE-QTR:dev-51925,dev-51925,KUAKE-QTR,很少匹配有一些参考价值,4,81,a59c29d2d12f2bb60e5a5aac48044f737f77788672241b842ede76caccf5bfe4,65afe4016b27f1071768ecca2761f767f7020b18cc536f8efbe838c31b57669f
KUAKE-QTR:dev-52138,dev-52138,KUAKE-QTR,完全匹配,4,83,c1609fe089064e47ccf1cd99f2343ff15a4ad5c2f7bb7a5668bd1be1af369452,abdead600bc8dbdcb3ac7e1d30ee924a63daaef157146a8b4585880628d053e1
KUAKE-QTR:dev-52546,dev-52546,KUAKE-QTR,很少匹配有一些参考价值,4,92,0a593587b02e355cfe657ad8513c49287fd3260a2c7bb8c6dea8765bd3c9fa3f,addf3523d48d488eae22e7538b5db185875fb4e3b239aa6d75a3f0644e3e5326
KUAKE-QTR:dev-52859,dev-52859,KUAKE-QTR,完全匹配,4,87,7eb15e3e1091e6611054d08f7dc6cd7478fce8a940427af59b0b84e3cb826d6e,bee30f9d23cf346dfe820d76c6e514136d4915d4ab2f2b371550458a67d63c24
KUAKE-QTR:dev-52884,dev-52884,KUAKE-QTR,部分匹配,4,105,5c9e199e20655bb13670f78a376c57e7112d9b07941c5974c5e6d17fc6a08c5b,bc0b5ee4d245dd8c408b60a866c7a21a685dcfd9a5b9eb387a4fe29ba14da6ef
KUAKE-QTR:dev-52922,dev-52922,KUAKE-QTR,完全匹配,4,95,ff994c42ce2828b6e305a8f470ceccc23651a860dd4b6b09bd56284ab21591e6,2f2a9eb92e1d1ac6e8c9d2ed95f543d8cf1d19661e62d185b04abda4cb02b680
KUAKE-QTR:dev-53011,dev-53011,KUAKE-QTR,很少匹配有一些参考价值,4,103,033ccfd0ca93079ad800afa875c0f10f1e73993932d4489d7336d6338c28fa8f,efc33e6df83707649480f8ba2ab86935ba2202da8002d5bf591421ee163800d8
KUAKE-QTR:dev-5327,dev-5327,KUAKE-QTR,部分匹配,4,92,9e97a346c09b5bd89266bd4c550956c9dce228e6092b1e8f26d627fbb000cd19,7d6ff2c7256ac6d59eeec1511f0abdcf4aebf06707c773c3a640c1644226bf0a
KUAKE-QTR:dev-53383,dev-53383,KUAKE-QTR,完全不匹配或者没有参考价值,4,97,b7c9a540ff8728928f03f8ff74205b44a434da0a9689a38eb085011df689b8f2,ddcf1ba48c1bcfdd3bb5aa64ff62169a9f29f66934c7998ce36d912f2e9bb7fc
KUAKE-QTR:dev-53816,dev-53816,KUAKE-QTR,完全不匹配或者没有参考价值,4,97,ca26b4515f59443a75b1c44b5d00aa9ee59dc7773163ee974c183d3d444f81cc,371274b1356954bd74d0b3f7608c66a5960b1c42a44611c0a6f1906e951b65d8
KUAKE-QTR:dev-5383,dev-5383,KUAKE-QTR,完全匹配,4,80,4f92237f7a724023f05198db48ac295d822e6e7acf7187ed088ad3db590d47e3,644effc11218ad1a85bfb90c25b8e84c40740f15b9ca7dbb559df7fbea8d2d9d
KUAKE-QTR:dev-53959,dev-53959,KUAKE-QTR,完全匹配,4,107,90e7b2a3dc186102255e5ea3aaa3dc117cb935f92dba9909d58880dd90ae2430,5baf3d6754f75036b2e88e0e8a9103eec3c13a11a25f977eea0c0dbbe41e4a1d
KUAKE-QTR:dev-54140,dev-54140,KUAKE-QTR,很少匹配有一些参考价值,4,110,a91e045c9de8ecf4c9f7e37ceb6dfdcad6770227721293c6facc64248e25bd3f,c33f0527793f761e4d00a9dd3dbad90b441b296f2c47ccb1f436287a2cb32849
KUAKE-QTR:dev-54304,dev-54304,KUAKE-QTR,部分匹配,4,85,f578e1ae718662c1244cb315263085863533806d74cdb0c2d95ed718a33a453d,b9f1dbcf88443d8266cba787f45ce949d0924db7a9a843b88d96846254fda94d
KUAKE-QTR:dev-54362,dev-54362,KUAKE-QTR,完全匹配,4,82,e006c7a62a2e3cf10792f70188aeb6dc2b6197f46ca94dae4380107faf2ebb74,e9fcbd50d3239a3059b9fa18db15755c5122e523a8b992aaa3f827827fee8d94
KUAKE-QTR:dev-54389,dev-54389,KUAKE-QTR,完全匹配,4,91,ee460be29f656844e00dfd9de2ec09cb143ba6ea34ed444e498950b1d004428d,ecf59568a1e81ff9ff3ac46097e95aa8a8198987b4e293be64f8e79dd8e2bf94
KUAKE-QTR:dev-54439,dev-54439,KUAKE-QTR,很少匹配有一些参考价值,4,108,9377614d8ab6550da4441c04efcee55319a20b9366df689f97eab43cc21ac0d0,cd442873cc1a64f8fdf5fc1905ebe06594a9167eb882bc3f86abf9170e495cec
KUAKE-QTR:dev-5516,dev-5516,KUAKE-QTR,完全匹配,4,103,f720b90cce093193ab982dd4026b123df1230cfd85eb37f8137cc98043feba94,f3ad2c3aa085d45a7862f80aa29469547646c86f546d9789eb12df891a9b6227
KUAKE-QTR:dev-55459,dev-55459,KUAKE-QTR,部分匹配,4,110,7ca6a04c533977f163af401f9365693848723816065e0e38679117b353495a1e,25e24150670bfdf442b588b36c7fb714c37f210135c01dc527d6c5dd9e7e6366
KUAKE-QTR:dev-55869,dev-55869,KUAKE-QTR,很少匹配有一些参考价值,4,88,5e28b5645274ab119f0a6c9ccf2f04396baf7fdc482fa6bee61392f4e783f95b,79322c8656eb382c946f3f6bcb45461c81ba71b135511136583fbd97048c4606
KUAKE-QTR:dev-5621,dev-5621,KUAKE-QTR,部分匹配,4,90,e114f1b1289cfa4d72118aa7f8a3f3615bfc5898b975d194af1277667d0bafc5,fb16739cd2dc5949db6dfc157ff0785e5eddd6af989d88c145a15ee86626f4cf
KUAKE-QTR:dev-56254,dev-56254,KUAKE-QTR,完全匹配,4,95,94b361be38d20cf7e5865afd8bd1d2e2e7ed67736110391d6c986cd0e26e81bc,ad64b595b54e694abe9c29ac1ae071d8bc7705646ae270a8ece9335a33f0b0ca
KUAKE-QTR:dev-5640,dev-5640,KUAKE-QTR,部分匹配,4,81,2deff79c21acc018bbbdbc3c03cf1b841530360d7be21294af92929289b2d9a6,fc21c4bfeeccc522d8aca0e9b6becb3b8e22c283dddb1363e488a16155bb7d74
KUAKE-QTR:dev-56715,dev-56715,KUAKE-QTR,部分匹配,4,99,1877a4bfcd65138abc74afb44acf1ecd038f355c4dc04eb14cb27b09ab1172c8,6aab69ef725026e129f33ba67cdfc908a3b3b5795d4216830b0aaecd4d283779
KUAKE-QTR:dev-56869,dev-56869,KUAKE-QTR,完全不匹配或者没有参考价值,4,112,7886e1c52ca980b64f27c2ae8e047d46039dfef27461a1c09f09faac738bed92,59bf38aabbcc439cd822609046d24f9cf668954d61361eb9bf1addddeec0a1bf
KUAKE-QTR:dev-57100,dev-57100,KUAKE-QTR,完全不匹配或者没有参考价值,4,86,89b14714d322f43697a4d608ece29d33cebae1686677acbb89510343167a8e3f,b13ac0ea5f8c4318a5dd6e8f8eae27cede2464d068b900fe921dd41bf15b2b78
KUAKE-QTR:dev-57201,dev-57201,KUAKE-QTR,很少匹配有一些参考价值,4,96,e94f80291b26a38bb6ccb60b9cc060cbd50993bae0a3034be605ccb8d270b0dd,abda438c1c937f7865b3bc2aaed260515c6e90969368eacde8eec77f338f3805
KUAKE-QTR:dev-57656,dev-57656,KUAKE-QTR,完全不匹配或者没有参考价值,4,95,55a2cc8a8b88f1ab63358b85ee413cc52cb7ba032f5f0d1c42eeef2753b714b4,dc8e59abe60fe98ecaeb4a1025b6ca956f0b6260f99084adf4c8a73217317b4e
KUAKE-QTR:dev-58128,dev-58128,KUAKE-QTR,完全匹配,4,94,3db50dc244bde375d68e324cc57b78b87727aeb7a7b5c41fedc6d3776ec83acb,090868c27b60b64a890c1a18a7c4b5796e61631c7bb46a83f16092ce5f16a97a
KUAKE-QTR:dev-58152,dev-58152,KUAKE-QTR,完全匹配,4,93,894524e86bb14aa8f8e024e76650b96ac81a91a43a88982a55364812b9721d93,caa2cc20fcafa2bc967b296a5d2b27cff88063676ed615a066965955b3173861
KUAKE-QTR:dev-58249,dev-58249,KUAKE-QTR,很少匹配有一些参考价值,4,111,60aad3bb7bcd7af557b33199a66bb7d0a0b27dbcb9fed32f8ebe67695ebf60b6,935022500d0d444d11369a8eefa0a606a51903b6a386cfccf8bc464b4807c3ae
KUAKE-QTR:dev-58339,dev-58339,KUAKE-QTR,部分匹配,4,94,63622fe886d99f8c0bed25ccd988c8b25a5546343a12dc8cbb74620d650fb834,5035b10bd3bca3264f508583a627d3baf41236dba078241dee5546ca1ad3d201
KUAKE-QTR:dev-58391,dev-58391,KUAKE-QTR,完全匹配,4,81,51249574e12687b882b99e1abdeba22f7352442e811fb21c72ad165a0696c09d,5537774c3824838826c4fdaef35947e8df833421ce0f39f25ba84c449f81cb5a
KUAKE-QTR:dev-58859,dev-58859,KUAKE-QTR,很少匹配有一些参考价值,4,88,ce603de74b6481ed606c81a65c0a6dbc995bea1ce2e42bbcad0e98f4449140f7,c535a6da15fbe229efcae4dd771784f273ac50c5f9bc03b525aa28d990b970b3
KUAKE-QTR:dev-59030,dev-59030,KUAKE-QTR,很少匹配有一些参考价值,4,89,cf02ca4971d0b2f5008a694df92b52d79f38508a737ee39742ff9028e625bb30,9afff3be8d2b2bbf9070a18235d66709a118e1c60c7e44bfa45b2aa9f6dbd9c8
